Time,SampleCounts
1503581601,20
1503581602,20
1503581603,20
1503581604,20
1503581605,20
1503581606,20
1503581607,20
1503581608,20
1503581609,20
1503581610,20
1503581611,19
1503581612,20
1503581613,20
1503581614,20
1503581615,20
1503581616,20
1503581617,20
1503581618,20
1503581619,20
1503581620,20
1503581621,20
1503581622,20
1503581623,20
1503581624,20
1503581625,20
1503581626,20
1503581627,20
1503581628,20
1503581629,20
1503581630,20
1503581631,20
1503581632,20
1503581633,20
1503581634,20
1503581635,20
1503581636,20
1503581637,20
1503581638,20
1503581639,20
1503581640,20
1503581641,20
1503581642,20
1503581643,20
1503581644,19
1503581645,20
1503581646,20
1503581647,20
1503581648,20
1503581649,20
1503581650,20
1503581651,20
1503581652,20
1503581653,20
1503581654,20
1503581655,20
1503581656,20
1503581657,20
1503581658,20
1503581659,20
1503581660,20
1503581661,20
1503581662,20
1503581663,20
1503581664,20
1503581665,20
1503581666,20
1503581667,20
1503581668,20
1503581669,20
1503581670,20
1503581671,20
1503581672,20
1503581673,20
1503581674,20
1503581675,20
1503581676,20
1503581677,19
1503581678,20
1503581679,20
1503581680,20
1503581681,20
1503581682,20
1503581683,20
1503581684,20
1503581685,20
1503581686,20
1503581687,20
1503581688,20
1503581689,20
1503581690,20
1503581691,20
1503581692,20
1503581693,20
1503581694,20
1503581695,20
1503581696,20
1503581697,20
1503581698,20
1503581699,20
1503581700,20
1503581701,20
1503581702,20
1503581703,20
1503581704,20
1503581705,20
1503581706,20
1503581707,20
1503581708,20
1503581709,20
1503581710,19
1503581711,20
1503581712,20
1503581713,20
1503581714,20
1503581715,20
1503581716,20
1503581717,20
1503581718,20
1503581719,20
1503581720,20
1503581721,20
1503581722,20
1503581723,20
1503581724,20
1503581725,20
1503581726,20
1503581727,20
1503581728,20
1503581729,20
1503581730,20
1503581731,20
1503581732,20
1503581733,20
1503581734,20
1503581735,20
1503581736,20
1503581737,20
1503581738,20
1503581739,20
1503581740,20
1503581741,20
1503581742,20
1503581743,20
1503581744,20
1503581745,20
1503581746,19
1503581747,20
1503581748,20
1503581749,20
1503581750,20
1503581751,20
1503581752,20
1503581753,20
1503581754,20
1503581755,20
1503581756,20
1503581757,20
1503581758,20
1503581759,20
1503581760,20
1503581761,20
1503581762,20
1503581763,20
1503581764,20
1503581765,20
1503581766,20
1503581767,20
1503581768,20
1503581769,20
1503581770,20
1503581771,20
1503581772,20
1503581773,20
1503581774,20
1503581775,20
1503581776,20
1503581777,20
1503581778,20
1503581779,20
1503581780,20
1503581781,20
1503581782,19
1503581783,20
1503581784,20
1503581785,20
1503581786,20
1503581787,20
1503581788,20
1503581789,20
1503581790,20
1503581791,20
1503581792,20
1503581793,20
1503581794,20
1503581795,20
1503581796,20
1503581797,20
1503581798,20
1503581799,20
1503581800,20
1503581801,20
1503581802,20
1503581803,20
1503581804,20
1503581805,20
1503581806,20
1503581807,20
1503581808,20
1503581809,20
1503581810,20
1503581811,20
1503581812,20
1503581813,20
1503581814,20
1503581815,20
1503581816,20
1503581817,20
1503581818,19
1503581819,20
1503581820,20
1503581821,20
1503581822,20
1503581823,20
1503581824,20
1503581825,20
1503581826,20
1503581827,20
1503581828,20
1503581829,20
1503581830,20
1503581831,20
1503581832,20
1503581833,20
1503581834,20
1503581835,20
1503581836,20
1503581837,20
1503581838,20
1503581839,20
1503581840,20
1503581841,20
1503581842,20
1503581843,20
1503581844,20
1503581845,20
1503581846,20
1503581847,20
1503581848,20
1503581849,20
1503581850,20
1503581851,20
1503581852,20
1503581853,20
1503581854,20
1503581855,20
1503581856,20
1503581857,20
1503581858,20
1503581859,20
1503581860,20
1503581861,19
1503581862,20
1503581863,20
1503581864,20
1503581865,20
1503581866,20
1503581867,20
1503581868,20
1503581869,20
1503581870,20
1503581871,20
1503581872,20
1503581873,20
1503581874,20
1503581875,20
1503581876,20
1503581877,20
1503581878,20
1503581879,20
1503581880,20
1503581881,20
1503581882,20
1503581883,20
1503581884,20
1503581885,20
1503581886,20
1503581887,20
1503581888,20
1503581889,20
1503581890,20
1503581891,20
1503581892,20
1503581893,20
1503581894,20
1503581895,20
1503581896,20
1503581897,20
1503581898,20
1503581899,20
1503581900,20
1503581901,20
1503581902,20
1503581903,20
1503581904,20
1503581905,20
1503581906,20
1503581907,20
1503581908,20
1503581909,20
1503581910,20
1503581911,20
1503581912,19
1503581913,20
1503581914,20
1503581915,20
1503581916,20
1503581917,20
1503581918,20
1503581919,20
1503581920,20
1503581921,20
1503581922,20
1503581923,20
1503581924,20
1503581925,20
1503581926,20
1503581927,20
1503581928,20
1503581929,20
1503581930,20
1503581931,20
1503581932,20
1503581933,20
1503581934,20
1503581935,20
1503581936,20
1503581937,20
1503581938,20
1503581939,20
1503581940,20
1503581941,20
1503581942,20
1503581943,20
1503581944,20
1503581945,19
1503581946,20
1503581947,20
1503581948,20
1503581949,20
1503581950,20
1503581951,20
1503581952,20
1503581953,20
1503581954,20
1503581955,20
1503581956,20
1503581957,20
1503581958,20
1503581959,20
1503581960,20
1503581961,20
1503581962,20
1503581963,20
1503581964,20
1503581965,20
1503581966,20
1503581967,20
1503581968,20
1503581969,20
1503581970,20
1503581971,20
1503581972,20
1503581973,20
1503581974,20
1503581975,20
1503581976,20
1503581977,20
1503581978,19
1503581979,20
1503581980,20
1503581981,20
1503581982,20
1503581983,20
1503581984,20
1503581985,20
1503581986,20
1503581987,20
1503581988,20
1503581989,20
1503581990,20
1503581991,20
1503581992,20
1503581993,20
1503581994,20
1503581995,20
1503581996,20
1503581997,20
1503581998,20
1503581999,20
1503582000,20
1503582001,20
1503582002,20
1503582003,20
1503582004,20
1503582005,20
1503582006,20
1503582007,20
1503582008,20
1503582009,20
1503582010,20
1503582011,19
1503582012,20
1503582013,20
1503582014,20
1503582015,20
1503582016,20
1503582017,20
1503582018,20
1503582019,20
1503582020,20
1503582021,20
1503582022,20
1503582023,20
1503582024,20
1503582025,20
1503582026,20
1503582027,20
1503582028,20
1503582029,20
1503582030,20
1503582031,20
1503582032,20
1503582033,20
1503582034,20
1503582035,20
1503582036,20
1503582037,20
1503582038,20
1503582039,20
1503582040,20
1503582041,20
1503582042,20
1503582043,20
1503582044,20
1503582045,20
1503582046,20
1503582047,19
1503582048,20
1503582049,20
1503582050,20
1503582051,20
1503582052,20
1503582053,20
1503582054,20
1503582055,20
1503582056,20
1503582057,20
1503582058,20
1503582059,20
1503582060,20
1503582061,20
1503582062,20
1503582063,20
1503582064,20
1503582065,20
1503582066,20
1503582067,20
1503582068,20
1503582069,20
1503582070,20
1503582071,20
1503582072,20
1503582073,20
1503582074,20
1503582075,20
1503582076,20
1503582077,20
1503582078,20
1503582079,20
1503582080,20
1503582081,20
1503582082,20
1503582083,20
1503582084,20
1503582085,20
1503582086,20
1503582087,19
1503582088,20
1503582089,20
1503582090,20
1503582091,20
1503582092,20
1503582093,20
1503582094,20
1503582095,20
1503582096,20
1503582097,20
1503582098,20
1503582099,20
1503582100,20
1503582101,20
1503582102,20
1503582103,20
1503582104,20
1503582105,20
1503582106,20
1503582107,20
1503582108,20
1503582109,20
1503582110,20
1503582111,20
1503582112,20
1503582113,20
1503582114,20
1503582115,20
1503582116,20
1503582117,20
1503582118,20
1503582119,20
1503582120,20
1503582121,20
1503582122,20
1503582123,20
1503582124,20
1503582125,20
1503582126,20
1503582127,20
1503582128,20
1503582129,20
1503582130,19
1503582131,20
1503582132,20
1503582133,20
1503582134,20
1503582135,20
1503582136,20
1503582137,20
1503582138,20
1503582139,20
1503582140,20
1503582141,20
1503582142,20
1503582143,20
1503582144,20
1503582145,20
1503582146,20
1503582147,20
1503582148,20
1503582149,20
1503582150,20
1503582151,20
1503582152,20
1503582153,20
1503582154,20
1503582155,20
1503582156,20
1503582157,20
1503582158,20
1503582159,20
1503582160,20
1503582161,20
1503582162,20
1503582163,20
1503582164,20
1503582165,20
1503582166,20
1503582167,20
1503582168,19
1503582169,20
1503582170,20
1503582171,20
1503582172,20
1503582173,20
1503582174,20
1503582175,20
1503582176,20
1503582177,20
1503582178,20
1503582179,20
1503582180,20
1503582181,20
1503582182,20
1503582183,20
1503582184,20
1503582185,20
1503582186,20
1503582187,20
1503582188,20
1503582189,20
1503582190,20
1503582191,20
1503582192,20
1503582193,20
1503582194,20
1503582195,20
1503582196,20
1503582197,20
1503582198,20
1503582199,20
1503582200,20
1503582201,20
1503582202,20
1503582203,20
1503582204,20
1503582205,20
1503582206,19
1503582207,20
1503582208,20
1503582209,20
1503582210,20
1503582211,20
1503582212,20
1503582213,20
1503582214,20
1503582215,20
1503582216,20
1503582217,20
1503582218,20
1503582219,20
1503582220,20
1503582221,20
1503582222,20
1503582223,20
1503582224,20
1503582225,20
1503582226,20
1503582227,20
1503582228,20
1503582229,20
1503582230,20
1503582231,20
1503582232,20
1503582233,20
1503582234,19
1503582235,20
1503582236,20
1503582237,20
1503582238,20
1503582239,20
1503582240,20
1503582241,20
1503582242,20
1503582243,20
1503582244,20
1503582245,20
1503582246,20
1503582247,20
1503582248,20
1503582249,20
1503582250,20
1503582251,20
1503582252,20
1503582253,20
1503582254,20
1503582255,20
1503582256,20
1503582257,20
1503582258,20
1503582259,19
1503582260,20
1503582261,20
1503582262,20
1503582263,20
1503582264,20
1503582265,20
1503582266,20
1503582267,20
1503582268,20
1503582269,20
1503582270,20
1503582271,20
1503582272,20
1503582273,20
1503582274,20
1503582275,20
1503582276,20
1503582277,20
1503582278,20
1503582279,20
1503582280,20
1503582281,20
1503582282,20
1503582283,20
1503582284,20
1503582285,20
1503582286,20
1503582287,19
1503582288,20
1503582289,20
1503582290,20
1503582291,20
1503582292,20
1503582293,20
1503582294,20
1503582295,20
1503582296,20
1503582297,20
1503582298,20
1503582299,20
1503582300,20
1503582301,20
1503582302,20
1503582303,20
1503582304,20
1503582305,20
1503582306,20
1503582307,20
1503582308,20
1503582309,20
1503582310,20
1503582311,20
1503582312,19
1503582313,20
1503582314,20
1503582315,20
1503582316,20
1503582317,20
1503582318,20
1503582319,20
1503582320,20
1503582321,20
1503582322,20
1503582323,20
1503582324,20
1503582325,20
1503582326,20
1503582327,20
1503582328,20
1503582329,20
1503582330,20
1503582331,20
1503582332,20
1503582333,20
1503582334,20
1503582335,20
1503582336,20
1503582337,20
1503582338,19
1503582339,20
1503582340,20
1503582341,20
1503582342,20
1503582343,20
1503582344,20
1503582345,20
1503582346,20
1503582347,20
1503582348,20
1503582349,20
1503582350,20
1503582351,20
1503582352,20
1503582353,20
1503582354,20
1503582355,20
1503582356,20
1503582357,20
1503582358,20
1503582359,20
1503582360,20
1503582361,19
1503582362,20
1503582363,20
1503582364,20
1503582365,20
1503582366,20
1503582367,20
1503582368,20
1503582369,20
1503582370,20
1503582371,20
1503582372,20
1503582373,20
1503582374,20
1503582375,20
1503582376,20
1503582377,20
1503582378,20
1503582379,20
1503582380,20
1503582381,20
1503582382,19
1503582383,20
1503582384,20
1503582385,20
1503582386,20
1503582387,20
1503582388,20
1503582389,20
1503582390,20
1503582391,20
1503582392,20
1503582393,20
1503582394,20
1503582395,20
1503582396,20
1503582397,20
1503582398,20
1503582399,20
1503582400,20
1503582401,20
1503582402,20
1503582403,19
1503582404,20
1503582405,20
1503582406,20
1503582407,20
1503582408,20
1503582409,20
1503582410,20
1503582411,20
1503582412,20
1503582413,20
1503582414,20
1503582415,20
1503582416,20
1503582417,20
1503582418,20
1503582419,20
1503582420,20
1503582421,20
1503582422,20
1503582423,19
1503582424,20
1503582425,20
1503582426,20
1503582427,20
1503582428,20
1503582429,20
1503582430,20
1503582431,20
1503582432,20
1503582433,20
1503582434,20
1503582435,20
1503582436,20
1503582437,20
1503582438,20
1503582439,20
1503582440,20
1503582441,20
1503582442,20
1503582443,19
1503582444,20
1503582445,20
1503582446,20
1503582447,20
1503582448,20
1503582449,20
1503582450,20
1503582451,20
1503582452,20
1503582453,20
1503582454,20
1503582455,20
1503582456,20
1503582457,20
1503582458,20
1503582459,20
1503582460,20
1503582461,19
1503582462,20
1503582463,20
1503582464,20
1503582465,20
1503582466,20
1503582467,20
1503582468,20
1503582469,20
1503582470,20
1503582471,19
1503582472,20
1503582473,20
1503582474,20
1503582475,20
1503582476,20
1503582477,20
1503582478,20
1503582479,20
1503582480,20
1503582481,20
1503582482,20
1503582483,20
1503582484,20
1503582485,20
1503582486,20
1503582487,20
1503582488,19
1503582489,20
1503582490,20
1503582491,20
1503582492,20
1503582493,20
1503582494,20
1503582495,20
1503582496,20
1503582497,20
1503582498,20
1503582499,20
1503582500,20
1503582501,20
1503582502,20
1503582503,19
1503582504,20
1503582505,20
1503582506,20
1503582507,20
1503582508,20
1503582509,20
1503582510,20
1503582511,20
1503582512,20
1503582513,20
1503582514,20
1503582515,20
1503582516,20
1503582517,19
1503582518,20
1503582519,20
1503582520,20
1503582521,20
1503582522,20
1503582523,20
1503582524,20
1503582525,20
1503582526,20
1503582527,20
1503582528,20
1503582529,20
1503582530,20
1503582531,20
1503582532,20
1503582533,20
1503582534,19
1503582535,20
1503582536,20
1503582537,20
1503582538,20
1503582539,20
1503582540,20
1503582541,20
1503582542,20
1503582543,20
1503582544,20
1503582545,20
1503582546,20
1503582547,20
1503582548,20
1503582549,20
1503582550,20
1503582551,20
1503582552,19
1503582553,20
1503582554,20
1503582555,20
1503582556,20
1503582557,20
1503582558,20
1503582559,20
1503582560,20
1503582561,20
1503582562,20
1503582563,20
1503582564,20
1503582565,20
1503582566,20
1503582567,20
1503582568,20
1503582569,20
1503582570,20
1503582571,19
1503582572,20
1503582573,20
1503582574,20
1503582575,20
1503582576,20
1503582577,20
1503582578,20
1503582579,20
1503582580,20
1503582581,20
1503582582,20
1503582583,20
1503582584,20
1503582585,20
1503582586,20
1503582587,20
1503582588,20
1503582589,19
1503582590,20
1503582591,20
1503582592,20
1503582593,20
1503582594,20
1503582595,20
1503582596,20
1503582597,20
1503582598,20
1503582599,20
1503582600,20
1503582601,20
1503582602,20
1503582603,20
1503582604,20
1503582605,20
1503582606,20
1503582607,19
1503582608,20
1503582609,20
1503582610,20
1503582611,20
1503582612,20
1503582613,20
1503582614,20
1503582615,20
1503582616,20
1503582617,20
1503582618,20
1503582619,20
1503582620,20
1503582621,20
1503582622,20
1503582623,20
1503582624,52
1503582625,94
1503582626,81
1503582627,20
1503582628,20
1503582629,20
1503582630,20
1503582631,20
1503582632,20
1503582633,20
1503582634,19
1503582635,20
1503582636,20
1503582637,20
1503582638,20
1503582639,20
1503582640,20
1503582641,20
1503582642,20
1503582643,20
1503582644,20
1503582645,20
1503582646,20
1503582647,20
1503582648,20
1503582649,20
1503582650,20
1503582651,20
1503582652,20
1503582653,19
1503582654,20
1503582655,20
1503582656,20
1503582657,20
1503582658,20
1503582659,20
1503582660,20
1503582661,20
1503582662,20
1503582663,20
1503582664,20
1503582665,20
1503582666,20
1503582667,20
1503582668,20
1503582669,20
1503582670,19
1503582671,20
1503582672,20
1503582673,20
1503582674,20
1503582675,20
1503582676,20
1503582677,20
1503582678,20
1503582679,20
1503582680,20
1503582681,20
1503582682,20
1503582683,20
1503582684,19
1503582685,20
1503582686,20
1503582687,20
1503582688,20
1503582689,20
1503582690,20
1503582691,20
1503582692,20
1503582693,20
1503582694,20
1503582695,20
1503582696,20
1503582697,20
1503582698,20
1503582699,20
1503582700,20
1503582701,20
1503582702,20
1503582703,19
1503582704,20
1503582705,20
1503582706,20
1503582707,20
1503582708,20
1503582709,20
1503582710,20
1503582711,20
1503582712,20
1503582713,20
1503582714,20
1503582715,20
1503582716,20
1503582717,20
1503582718,20
1503582719,20
1503582720,20
1503582721,20
1503582722,20
1503582723,20
1503582724,19
1503582725,20
1503582726,20
1503582727,20
1503582728,20
1503582729,20
1503582730,20
1503582731,20
1503582732,20
1503582733,74
1503582734,100
1503582735,100
1503582736,99
1503582737,100
1503582738,100
1503582739,40
1503582740,20
1503582741,20
1503582742,20
1503582743,20
1503582744,20
1503582745,20
1503582746,20
1503582747,20
1503582748,20
1503582749,20
1503582750,20
1503582751,20
1503582752,20
1503582753,20
1503582754,20
1503582755,20
1503582756,19
1503582757,20
1503582758,20
1503582759,20
1503582760,20
1503582761,20
1503582762,20
1503582763,20
1503582764,20
1503582765,20
1503582766,20
1503582767,20
1503582768,20
1503582769,20
1503582770,20
1503582771,20
1503582772,20
1503582773,20
1503582774,20
1503582775,20
1503582776,20
1503582777,20
1503582778,20
1503582779,20
1503582780,20
1503582781,20
1503582782,19
1503582783,20
1503582784,20
1503582785,20
1503582786,20
1503582787,20
1503582788,20
1503582789,20
1503582790,20
1503582791,20
1503582792,20
1503582793,20
1503582794,20
1503582795,20
1503582796,20
1503582797,20
1503582798,20
1503582799,20
1503582800,20
1503582801,20
1503582802,20
1503582803,20
1503582804,20
1503582805,19
1503582806,20
1503582807,20
1503582808,20
1503582809,20
1503582810,20
1503582811,20
1503582812,20
1503582813,20
1503582814,20
1503582815,20
1503582816,20
1503582817,20
1503582818,20
1503582819,20
1503582820,20
1503582821,20
1503582822,20
1503582823,20
1503582824,20
1503582825,20
1503582826,20
1503582827,20
1503582828,20
1503582829,20
1503582830,20
1503582831,20
1503582832,19
1503582833,20
1503582834,20
1503582835,20
1503582836,20
1503582837,20
1503582838,20
1503582839,20
1503582840,20
1503582841,20
1503582842,20
1503582843,20
1503582844,20
1503582845,20
1503582846,20
1503582847,20
1503582848,20
1503582849,20
1503582850,20
1503582851,20
1503582852,20
1503582853,20
1503582854,20
1503582855,20
1503582856,20
1503582857,20
1503582858,20
1503582859,20
1503582860,20
1503582861,20
1503582862,19
1503582863,20
1503582864,20
1503582865,20
1503582866,20
1503582867,20
1503582868,20
1503582869,20
1503582870,20
1503582871,20
1503582872,20
1503582873,20
1503582874,20
1503582875,20
1503582876,20
1503582877,20
1503582878,20
1503582879,19
1503582880,20
1503582881,20
1503582882,20
1503582883,20
1503582884,20
1503582885,20
1503582886,20
1503582887,20
1503582888,20
1503582889,20
1503582890,20
1503582891,20
1503582892,20
1503582893,20
1503582894,20
1503582895,20
1503582896,20
1503582897,20
1503582898,20
1503582899,20
1503582900,20
1503582901,20
1503582902,20
1503582903,20
1503582904,20
1503582905,20
1503582906,19
1503582907,20
1503582908,20
1503582909,20
1503582910,20
1503582911,20
1503582912,20
1503582913,20
1503582914,20
1503582915,20
1503582916,20
1503582917,20
1503582918,20
1503582919,20
1503582920,20
1503582921,20
1503582922,20
1503582923,20
1503582924,20
1503582925,20
1503582926,20
1503582927,20
1503582928,20
1503582929,20
1503582930,20
1503582931,20
1503582932,20
1503582933,20
1503582934,20
1503582935,20
1503582936,20
1503582937,20
1503582938,20
1503582939,19
1503582940,20
1503582941,20
1503582942,20
1503582943,20
1503582944,20
1503582945,20
1503582946,20
1503582947,20
1503582948,20
1503582949,20
1503582950,20
1503582951,20
1503582952,20
1503582953,20
1503582954,20
1503582955,20
1503582956,20
1503582957,20
1503582958,20
1503582959,20
1503582960,20
1503582961,20
1503582962,20
1503582963,20
1503582964,20
1503582965,20
1503582966,20
1503582967,20
1503582968,20
1503582969,20
1503582970,20
1503582971,20
1503582972,20
1503582973,19
1503582974,21
1503582975,19
1503582976,20
1503582977,20
1503582978,20
1503582979,20
1503582980,20
1503582981,20
1503582982,20
1503582983,20
1503582984,20
1503582985,20
1503582986,20
1503582987,20
1503582988,20
1503582989,20
1503582990,20
1503582991,20
1503582992,20
1503582993,20
1503582994,20
1503582995,20
1503582996,20
1503582997,20
1503582998,20
1503582999,20
1503583000,20
1503583001,20
1503583002,20
1503583003,20
1503583004,20
1503583005,20
1503583006,20
1503583007,20
1503583008,20
1503583009,20
1503583010,20
1503583011,20
1503583012,19
1503583013,20
1503583014,20
1503583015,20
1503583016,20
1503583017,20
1503583018,20
1503583019,20
1503583020,20
1503583021,20
1503583022,20
1503583023,20
1503583024,20
1503583025,20
1503583026,20
1503583027,20
1503583028,20
1503583029,20
1503583030,20
1503583031,20
1503583032,20
1503583033,20
1503583034,20
1503583035,20
1503583036,20
1503583037,20
1503583038,20
1503583039,20
1503583040,20
1503583041,20
1503583042,20
1503583043,20
1503583044,20
1503583045,20
1503583046,19
1503583047,20
1503583048,20
1503583049,20
1503583050,20
1503583051,20
1503583052,20
1503583053,20
1503583054,20
1503583055,20
1503583056,20
1503583057,20
1503583058,20
1503583059,20
1503583060,20
1503583061,20
1503583062,20
1503583063,20
1503583064,20
1503583065,20
1503583066,20
1503583067,20
1503583068,20
1503583069,20
1503583070,20
1503583071,20
1503583072,20
1503583073,20
1503583074,20
1503583075,20
1503583076,20
1503583077,20
1503583078,20
1503583079,20
1503583080,20
1503583081,20
1503583082,20
1503583083,20
1503583084,20
1503583085,20
1503583086,20
1503583087,19
1503583088,20
1503583089,20
1503583090,20
1503583091,20
1503583092,20
1503583093,20
1503583094,20
1503583095,20
1503583096,20
1503583097,20
1503583098,20
1503583099,20
1503583100,20
1503583101,20
1503583102,20
1503583103,20
1503583104,20
1503583105,20
1503583106,20
1503583107,20
1503583108,20
1503583109,20
1503583110,20
1503583111,20
1503583112,20
1503583113,20
1503583114,20
1503583115,20
1503583116,20
1503583117,20
1503583118,20
1503583119,20
1503583120,20
1503583121,20
1503583122,20
1503583123,20
1503583124,20
1503583125,20
1503583126,20
1503583127,20
1503583128,20
1503583129,20
1503583130,20
1503583131,20
1503583132,20
1503583133,20
1503583134,19
1503583135,20
1503583136,20
1503583137,20
1503583138,20
1503583139,20
1503583140,20
1503583141,20
1503583142,20
1503583143,20
1503583144,20
1503583145,20
1503583146,20
1503583147,20
1503583148,20
1503583149,20
1503583150,20
1503583151,20
1503583152,20
1503583153,20
1503583154,20
1503583155,20
1503583156,20
1503583157,20
1503583158,20
1503583159,20
1503583160,20
1503583161,20
1503583162,20
1503583163,20
1503583164,20
1503583165,20
1503583166,20
1503583167,20
1503583168,20
1503583169,20
1503583170,20
1503583171,20
1503583172,20
1503583173,20
1503583174,20
1503583175,20
1503583176,20
1503583177,20
1503583178,20
1503583179,20
1503583180,20
1503583181,20
1503583182,20
1503583183,20
1503583184,20
1503583185,20
1503583186,20
1503583187,20
1503583188,20
1503583189,20
1503583190,20
1503583191,20
1503583192,19
1503583193,20
1503583194,20
1503583195,20
1503583196,20
1503583197,20
1503583198,20
1503583199,20
1503583200,20
1503583201,20
1503583202,9
