Time,accX,accY,accZ
1503530526602,0.17108154,-0.21231079,9.13385
1503530526652,0.15803682804107666,-0.23608851432800293,9.13281823694706
1503530526702,0.17193889617919922,-0.21119284629821777,9.128606347367167
1503530526752,0.1891077756881714,-0.22572482377290726,9.127695858478546
1503530526802,0.17572999000549316,-0.22681182622909546,9.11707304418087
1503530526852,0.16667112708091736,-0.2139836549758911,9.116767287254333
1503530526902,0.17157575488090515,-0.1972426176071167,9.137861847877502
1503530526952,0.16860496997833252,-0.21760845184326172,9.11803811788559
1503530527002,0.18316292762756348,-0.2358410358428955,9.114386796951294
1503530527052,0.14531683921813965,-0.21468323469161987,9.12340396642685
1503530527102,0.16759657859802246,-0.22931689023971558,9.111088335514069
1503530527152,0.17686688899993896,-0.2334006428718567,9.120180130004883
1503530527202,0.15961939096450806,-0.22318221628665924,9.11252760887146
1503530527252,0.1728552281856537,-0.22697293758392334,9.121070146560669
1503530527302,0.17710304260253906,-0.2358837127685547,9.095288872718811
1503530527352,0.17227298021316528,-0.23459851741790771,9.118776321411133
1503530527402,0.1756579875946045,-0.22139647603034973,9.130959630012512
1503530527452,0.16416028141975403,-0.22592130303382874,9.116814449429512
1503530527502,0.16080832481384277,-0.2240438461303711,9.117389261722565
1503530527552,0.1517012119293213,-0.23318970203399658,9.108046531677246
1503530527602,0.1782945841550827,-0.2308219075202942,9.106850564479828
1503530527652,0.1830856204032898,-0.22246246598660946,9.121141135692596
1503530527702,0.18662261962890625,-0.21967029571533203,9.133553743362427
1503530527752,0.1769677009433508,-0.214281365275383,9.131531357765198
1503530527802,0.17967712879180908,-0.21587403118610382,9.119781523942947
1503530527852,0.18254338204860687,-0.2179434895515442,9.120648976415396
1503530527902,0.17687714099884033,-0.22680328786373138,9.117692619562149
1503530527952,0.17027407884597778,-0.2301953360438347,9.120322167873383
1503530528002,0.17425072193145752,-0.22416651248931885,9.118086576461792
1503530528052,0.1844155490398407,-0.2155827134847641,9.110659122467041
1503530528102,0.1754283905029297,-0.2117486596107483,9.11286461353302
1503530528152,0.1688288450241089,-0.20524410903453827,9.110496401786804
1503530528202,0.18155282735824585,-0.20976287126541138,9.128026723861694
1503530528252,0.18402099609375,-0.21553832292556763,9.132335782051086
1503530528302,0.17364442348480225,-0.21780333667993546,9.13644054532051
1503530528352,0.17121541500091553,-0.21173095703125,9.133038520812988
1503530528402,0.171722412109375,-0.2114052176475525,9.129908353090286
1503530528452,0.16706972382962704,-0.21486212313175201,9.112056016921997
1503530528502,0.16754699684679508,-0.2182171642780304,9.111438632011414
1503530528552,0.17537575960159302,-0.2270703911781311,9.130453884601593
1503530528602,0.17629599571228027,-0.21585702896118164,9.111527681350708
1503530528652,0.17384949326515198,-0.21745610237121582,9.099386423826218
1503530528702,0.16684681177139282,-0.2209852635860443,9.109429359436035
1503530528752,0.17891299724578857,-0.22405660152435303,9.123195767402649
1503530528802,0.17813271284103394,-0.21076345443725586,9.135452210903168
1503530528852,0.1766880452632904,-0.21979594230651855,9.135559052228928
1503530528902,0.1741766333580017,-0.2307727038860321,9.122841119766235
1503530528952,0.18757569789886475,-0.2273077368736267,9.118314322084188
1503530529002,0.18531394004821777,-0.22649741917848587,9.129188358783722
1503530529052,0.16816484928131104,-0.2342202067375183,9.100869417190552
1503530529102,0.17313992977142334,-0.2164372205734253,9.103416442871094
1503530529152,0.17680359,-0.21653121709823608,9.096518456935883
1503530529202,0.17495758831501007,-0.21565371751785278,9.12345290184021
1503530529252,0.16457384824752808,-0.22265809774398804,9.1191685795784
1503530529302,0.16764920949935913,-0.23216873407363892,9.109784454107285
1503530529352,0.19115936756134033,-0.22285491228103638,9.13163936138153
1503530529402,0.18047499656677246,-0.21759842336177826,9.123676419258118
1503530529452,0.1728200912475586,-0.2318180799484253,9.15955924987793
1503530529502,0.1793801486492157,-0.2273450493812561,9.11168122291565
1503530529552,0.16422605514526367,-0.2273535132408142,9.126591086387634
1503530529602,0.17869973182678223,-0.21626627445220947,9.132197491824627
1503530529652,0.17467889189720154,-0.2202540934085846,9.120455741882324
1503530529702,0.16301989555358887,-0.22175505012273788,9.116039589047432
1503530529752,0.16249239817261696,-0.23614251613616943,9.125595152378082
1503530529802,0.18623077869415283,-0.2263326644897461,9.12712523713708
1503530529852,0.1717616319656372,-0.21285510063171387,9.09476351737976
1503530529902,0.17622342705726624,-0.22211629152297974,9.081724882125854
1503530529952,0.1601409912109375,-0.2156524658203125,9.109573006629944
1503530530002,0.19155895709991455,-0.217559814453125,9.122421026229858
1503530530052,0.17814511060714722,-0.21822714805603027,9.139284133911133
1503530530102,0.1745203733444214,-0.226232647895813,9.081228852272034
1503530530152,0.17626070976257324,-0.19628942012786865,9.1089126765728
1503530530202,0.16836702823638916,-0.21359938383102417,9.114086866378784
